TIDM,Name,Industry,Subsector,Price,Graham number / Close,1y ago Graham number / Close  1y ago,EV / EBIT,1y ago EV / EBIT,EV / EBIT 5y av.,fc PE,PE,1y ago PE,PE 5y av.,PE 10y av.,PEG,1y ago PEG,Price to NAV,1y ago price to NAV,Yield,Dividend Cover,Broker consensus,Previous consensus,EBIT (m),Dir holdings 3m change %,City holdings 3m change %,Net debt to EBITDA,% Total Return 1y,EV / Free cash flow,Beta 1y daily (vs. UKX) TTM,
TXP,Touchstone Exploration Inc,Energy,Offshore Drilling and Other Services,£0.615,,,40.3,143.2,,25.7,,,,,,,2.2,3.8,,,Buy,Buy,4.7,0.1283,-0.4444,1.3,-22.2,-33.7,0.83,
TRP,Tower Resources PLC,Energy,Oil - Crude Producers,£0.000365,,0,,46.6,,,,,,,,,0.05,0.3,,,,,-1.0,0.0000,0.0000,,-82.6,-1.1,0.44,
TOWN,Town Centre Securities PLC,Real Estate,Diversified REITs,£1.185,1.7995,0.40659,11.5,15.8,,17.1,19.5,240.0,63.6,39.1,1.4,0.3,0.4,0.5,4.1,1.2,Buy,Buy,19.3,0.0000,0.0000,7.5,-20.1,76.2,0.47,
TYT,Toyota Motor Corp Y50,Consumer Discretionary,Automobiles,¥2719.77,101.22,142.55,17.5,14.3,15.1,,16.2,11.8,11.5,10.7,,,1.3,1.2,2.2,2.8,,,3482265.0,0.0000,0.0000,4.0,346,96.4,0.04,
TCAP,TP ICAP PLC,Financials,Investment Services,£1.656,2.2484,1.8792,6.0,7.1,8.3,6.7,7.0,7.9,8.7,10.1,1.4,0.3,0.6,0.6,7.2,2.0,Buy,Buy,275.0,0.0000,5.0702,0.8,3.63,6.3,0.99,
TPX,TPXimpact Holdings PLC,Technology,Software,£0.41,0.82524,1.376,,60.8,,21.3,57.9,18.6,55.1,,0.3,,0.6,2.3,0.7,2.3,Outperform,Outperform,-19.4,0.8573,7.8931,7.7,-61.7,-14.2,0.00,
TRY,TR Property Investment Trust PLC,Financials,Closed End Investments,£2.75,,3.3009,,,,,,5.1,,,,,0.9,0.9,5.6,,Buy,Buy,0.0,-0.0123,0.0000,,-3.33,12.2,1.29,
TWD,Trackwise Designs PLC,,,£0.00175,,,,,,,,,,,,,,,,,,,,-2.2912,-4.8651,,-97.3,,0.20,
TRCS,Tracsis PLC,Technology,Software,£8.30,0.45854,0.37471,88.2,55.9,44.7,22.7,25.7,31.7,26.0,23.4,1.9,7.0,4.1,5.1,0.2,16.2,Buy,Buy,2.7,-0.0235,13.9072,-0.9,-13.8,42.0,0.06,
TRAF,Trafalgar Property Group PLC,Consumer Discretionary,Home Construction,£0.0007,56.246,21.998,,,,,,,,,,,-0.0,-0.6,,,,,-0.3,0.0000,22.6649,,-70.8,-11.8,0.38,
TRN,Trainline PLC,Consumer Discretionary,Travel and Tourism,£2.684,3.8652,,48.4,,,27.2,0.3,,,,,,4.4,3.8,,,Buy,Buy,28.4,0.0000,-0.2107,1.1,-12.7,-178.6,1.48,
TRAK,Trakm8 Holdings PLC,Technology,Computer Hardware,£0.155,1.7957,1.0502,23.0,17.6,,3.4,17.2,48.8,54.1,35.2,0.04,0.4,0.4,0.5,,,No Opinion,No Opinion,0.6,0.0000,0.0000,1.9,-13.9,-43.9,0.39,
TRT,Transense Technologies PLC,Consumer Discretionary,Auto Parts,£1.085,0.73091,0.65632,12.9,34.3,,9.1,10.6,11.6,,,0.7,0.1,3.9,3.2,,,No Opinion,No Opinion,1.2,0.2647,3.0982,-0.7,48.6,47.3,0.18,
TPK,Travis Perkins PLC,Industrials,Industrial Suppliers,£8.179,1.7341,1.9625,10.0,13.7,,11.9,8.9,14.7,19.9,16.2,,,0.8,1.5,4.7,2.4,Hold,Hold,256.8,0.0001,0.0000,1.8,11.6,64.9,1.42,
TET,Treatt PLC,Basic Materials,Specialty Chemicals,£5.085,0.61949,0.54827,21.1,29.7,22.9,23.2,25.6,38.0,29.0,23.3,2.5,,2.3,5.8,1.6,2.5,Buy,Outperform,15.6,-0.0037,-0.0100,1.2,-12.6,-22.5,0.91,
TRLS,Trellus Health PLC,Health Care,Health Care Services,£0.085,,0,,,,,,,,,,,0.7,2.9,,,Buy,Buy,-8.7,0.0000,0.0000,,13.3,,1.01,
TRMR,Tremor International Ltd,Consumer Discretionary,Media Agencies,£1.4505,4.8372,2.7023,3.1,10.7,,10.0,2.9,9.0,52.1,,,,0.5,2.0,,,Outperform,Outperform,53.0,0.3959,0.0000,-0.6,-53.1,2.9,1.67,
TRD,Triad Group PLC,Technology,Computer Services,£1.25,,0.6568,320.7,16.3,,,,20.0,,,,,4.0,3.8,4.8,,,,0.05,-2.9590,-20.9800,-11.5,13.9,48.8,0.09,
TRB,Tribal Group PLC,Technology,Software,£0.525,0.31602,0.7306,40.6,18.5,22.2,15.9,88.5,18.4,32.1,26.3,0.2,,2.5,4.6,1.2,0.9,Buy,Buy,2.9,0.0000,0.0000,0.7,-24.9,-18.9,0.33,
TRYB,Tribe Technology PLC ORD 0.05P,Industrials,Machinery - Industrial,£0.0975,1.5376,,,,,,,,,,,,-17.5,,,,,,-2.3,0.0000,0.0000,,,-10.9,,
TRR,Trident Royalties PLC,Financials,Open End and Miscellaneous Investment Vehicles,£0.4,,,,,,,,,,,,,1.3,1.4,,,Buy,Buy,-4.9,-1.4337,3.9346,4.1,-18.4,-2.4,0.30,
TRI,Trifast PLC,Industrials,Industrial Suppliers,£0.81,1.3439,1.8005,13.6,13.2,12.4,11.9,15.7,14.2,15.7,15.3,0.5,,0.8,1.1,2.8,2.3,Buy,Buy,12.0,0.0098,15.3168,2.8,10.1,-18.5,0.41,
TRIN,Trinity Exploration and Production PLC,Energy,Oil - Crude Producers,£0.835,3.0631,2.4543,1.7,5.0,36.4,,4.8,5.9,,,,,0.7,1.2,,,No Opinion,Buy,18.1,0.0000,-0.2745,-0.3,-31,-7.4,0.03,
TENT,Triple Point Energy Transition PLC,Financials,Asset Managers and Custodians,£0.6425,2.2272,1.3722,,,,7.9,7.2,17.6,,,,0.2,0.6,0.9,8.7,1.6,Buy,Buy,0.0,0.0000,0.0000,,-6.06,14.5,0.08,
TPVE,Triple Point Income VCT PLC E,,,£0.625,,,,,,,,,,,,,,,,,,,,,,,-10.1,,-0.00,
SOHO,Triple Point Social Housing REIT PLC,Real Estate,Residential REITs,£0.513,2.1033,1.5317,,,,10.0,10.8,20.2,24.5,,1.5,,0.5,0.9,10.6,0.9,Hold,Hold,0.0,-0.0194,0.0000,,-19.6,23.6,0.66,
TPV,Triple Point Venture VCT PLC,Financials,Asset Managers and Custodians,£0.945,,,,,,,,,,,,,1.3,1.3,2.1,,,,0.0,-0.0663,0.0000,,-7.21,-13.5,0.01,
TSTL,Tristel PLC,Health Care,Health Care Services,£4.275,0.25045,0.37812,42.2,53.4,36.4,46.4,50.9,56.0,40.4,31.3,5.3,,7.0,9.8,1.5,1.3,Outperform,Outperform,4.7,-0.2125,7.4627,-0.4,26.7,58.2,0.27,
BBOX,Tritax Big Box REIT PLC,Real Estate,Other Specialty REITs,£1.3925,1.2424,1.5422,,,,17.6,18.7,30.4,23.1,,3.1,,0.8,1.1,5.0,1.1,Outperform,Outperform,0.0,0.0000,0.5817,,9.5,29.8,1.14,
BOXE,Tritax Eurobox PLC,Real Estate,Real Estate Holding and Development,€0.5995,1.8575,2.0583,,,,10.9,14.3,28.6,,,0.5,,0.5,1.0,8.2,0.9,Outperform,Outperform,0.0,0.0006,8.2232,,-6.38,,0.58,
EBOX,Tritax Eurobox PLC,Real Estate,Real Estate Holding and Development,£0.512,2.1865,2.2949,,,,10.7,14.1,28.6,,,0.5,,0.4,1.0,8.3,0.9,Outperform,Outperform,0.0,0.0006,8.2232,,-10.7,,0.83,
TIGT,Troy Income & Growth Trust PLC,Financials,Closed End Investments,£0.689,,1.5703,,,,,,10.6,,,,,1.0,1.0,2.9,,,,0.0,0.0000,0.0000,,1.6,35.4,0.68,
TRU,TruFin PLC,Financials,Consumer Lending,£0.625,,,,,,,,,,,,,1.7,2.1,,,Buy,Buy,-7.9,0.0000,4.1756,,-4.58,-5.0,-0.12,
TRST,Trustpilot Group PLC,Technology,Consumer Digital Services,£0.934,,,,,,,,,,,,,10.4,30.8,,,Buy,Buy,-13.6,0.0821,-1.5229,,22.6,-32.5,1.72,
TTG,TT Electronics PLC,Technology,Electronic Components,£1.755,1.5211,1.7249,,27.8,,9.0,9.5,18.0,14.4,15.3,1.7,0.7,1.0,1.4,3.7,2.9,Buy,Buy,-2.1,0.0000,4.8749,9.9,29.8,-28.6,0.55,
SHIP,Tufton Oceanic Assets Ltd,Financials,Closed End Investments,$0.97,,3.1159,,,,,,3.4,,,,,0.7,0.8,8.5,,,,0.0,0.0020,0.7508,,-6.34,8.9,0.08,
SHPP,Tufton Oceanic Assets Ltd,Financials,Closed End Investments,£0.785,,3.4199,,,,,,3.5,,,,,0.7,0.9,,,,,0.0,,,,-23.4,8.9,0.07,
TUI,TUI AG,Consumer Discretionary,Travel and Tourism,£4.441,1.1133,7.5132,18.9,,,5.4,,,,,,,-12.4,-4.5,,,Hold,Hold,408.7,0.0295,3.4145,2.8,-35,13.0,1.65,
TLW,Tullow Oil PLC,Energy,Oil - Crude Producers,£0.352,,0.97109,3.2,6.9,7.3,2.1,2.8,,,,0.09,,-1.3,-1.9,,,Outperform,Outperform,1080.3,0.0208,0.0000,1.9,-20.8,10.5,1.48,
TUN,Tungsten West PLC,Basic Materials,Nonferrous Metals,£0.019,,,,,,,,,,,,,0.1,3.2,,,No Opinion,No Opinion,-11.1,0.0000,0.0000,,-92.5,-0.1,0.11,
TFIF,TwentyFour Income Fund Ltd,Financials,Closed End Investments,£0.9935,,1.4966,,,,,,15.1,,,,,1.0,1.0,9.5,,,,0.0,-0.0046,0.0000,,9.31,-8.2,0.34,
SMIF,TwentyFour Select Monthly Income Fund Ltd,Financials,Closed End Investments,£0.747,,2.1033,,,,,,7.6,,,,,1.1,1.0,8.6,,,,0.0,0.0180,0.0000,,6.7,-15.8,0.26,
TYMN,Tyman PLC,Industrials,Building Materials - Other,£2.855,1.617,2.1806,10.4,12.9,14.1,10.3,8.3,12.5,10.4,12.7,,1.6,1.0,1.6,4.8,2.5,Buy,Buy,71.6,-0.0111,0.0000,1.7,55,34.4,0.98,
UTL,UIL Ltd,Financials,Closed End Investments,£1.26,,,,,,,,,,,,,0.6,0.7,6.5,,,,0.0,0.0170,0.4432,,-28.9,-344.0,0.33,
UKCM,UK Commercial Property Reit Ltd,Real Estate,Diversified REITs,£0.542,1.4267,1.334,,,,14.8,16.6,28.7,24.8,24.3,1.3,1.2,0.7,0.7,6.3,1.0,Hold,Hold,0.0,-0.0099,14.0881,,-0.518,21.1,0.82,
UKOG,UK Oil & Gas Investments PLC,Energy,Oil - Crude Producers,£0.00033,0,0,,,,,,,,,,,0.2,0.6,,,,,-2.4,0.0000,0.0000,-1.2,-57.4,-1.1,0.34,
UKR,UKrproduct Group Ltd,Consumer Staples,Food Products,£0.0225,3.2083,14.19,5.0,5.3,,,11.3,1.9,,,,,0.2,0.3,,,,,1.3,0.0000,0.0000,2.6,12.2,20.7,-0.92,
UBG,Unbound Group PLC,Financials,Closed End Investments,£0.0075,,,,,,,,,,,,,,0.2,,,No Opinion,No Opinion,0.0,-4.5662,22.5612,,-92.9,,-0.31,
UAV,Unicorn AIM VCT PLC,Financials,Closed End Investments,£1.035,0,5.1396,,,,,,2.9,,,,,,0.9,6.5,,,,0.0,-0.0003,0.0000,,-13,-34.6,-0.10,
UMR,Unicorn Mineral Resources PLC,Basic Materials,General Mining,£0.055,,,,,,,,,,,,,4.1,,,,,,-0.4,-39.1309,1.7336,,,-2.0,,
ULVR,Unilever PLC,Consumer Staples,Personal Products,£40.0275,0.47651,0.44473,14.0,14.8,14.9,17.8,18.1,17.9,19.1,19.7,9.7,,6.2,7.0,3.7,1.5,Hold,Hold,10240.0,0.0001,0.0000,2.0,2.16,30.1,0.43,
UJO,Union Jack Oil PLC,Energy,Oil - Crude Producers,£0.2125,1.8479,,4.0,,,12.5,6.2,,,,,,1.0,0.8,,,Buy,No Opinion,3.9,0.0000,0.0000,-1.2,-29,6.6,0.54,
UPR,Uniphar PLC,Health Care,Health Care Management Services,£2.13,0.98881,0.66408,12.2,25.3,17.2,13.0,13.3,30.1,,,4.9,2.2,2.3,5.3,0.7,10.8,Buy,Buy,69.4,0.0000,7.1025,2.3,-22.7,17.1,0.54,
USY,Unisys Corp,Technology,Computer Services,$3.315,1.5295,2.307,,,,,,,,,,,-15.3,-11.8,,,,,-23.4,,,1.9,-60.3,-16.3,1.16,
UTG,UNITE Group PLC,Real Estate,Residential REITs,£8.8675,1.0393,1.0275,15.8,14.6,,20.2,22.0,29.1,29.6,28.1,2.5,4.6,0.9,1.3,3.7,1.2,Outperform,Outperform,330.6,-0.0176,0.0907,3.9,9.1,-30.4,0.96,
UOG,United Oil & Gas PLC,Energy,Oil - Crude Producers,£0.00925,8.5102,5.8859,0.9,2.6,,,1.8,4.2,,,,,0.3,1.0,,,No Opinion,No Opinion,10.0,-1.3075,0.0000,0.1,-36.2,-157.8,-0.02,
UU.,United Utilities Group PLC,Utilities,Water,£9.441,,0.79863,20.5,18.3,19.4,32.2,,20.9,,,,,2.6,2.6,4.8,,Hold,Outperform,710.5,0.0011,0.1982,7.1,9.23,155.5,0.68,
0P4T,Unitied Power Technology AG,Industrials,Machinery - Specialty,€0.136,88.261,77.956,,0.7,,,0.2,6.0,3.3,,,0.4,0.01,0.3,,,,,11.8,,,-0.4,0,,,
UVEL,UniVision Engineering Ltd,Industrials,Electronic Equipment - Control and Filter,£0.0015,25.692,10.312,,11.5,,,,9.3,,,,,-0.3,0.9,,,,,-5.4,0.0000,0.0000,,-50,-4.0,-1.37,
UPGS,UP Global Sourcing Holdings PLC,Consumer Discretionary,Specialty Retailers,£1.1775,1.0778,0.98734,8.1,20.1,10.8,8.0,8.0,18.2,10.6,,>10,0.6,2.4,5.6,6.0,2.1,Buy,Buy,16.3,0.0043,3.1454,1.4,23.8,146.9,0.10,
UPL,Upland Resources Ltd,Financials,Diversified Financial Services,£0.0225,0.12922,,,,,,,,,,,,-59.9,17.5,,,,,-0.5,0.0000,0.0000,,900,-50.3,0.03,
URAH,Ura Holdings PLC,Basic Materials,General Mining,£0.024,,,,,,,,,,,,,2.7,,,,,,-0.5,-7.5634,0.0000,,81.1,-5.1,0.07,
SHED,Urban Logistics REIT PLC,Real Estate,Industrial REITs,£1.084,1.4519,1.4878,,,,14.2,15.9,28.4,22.5,,1.4,9.5,0.7,1.0,6.9,0.9,Buy,Buy,0.0,0.0036,0.0000,,-11.8,25.2,1.15,
URU,Uru Metals Ltd,Basic Materials,Nonferrous Metals,£1.25,2.9175,,,,,,,,,,,,2.4,2.6,,,,,-0.5,0.0000,-0.1288,,-43.2,-2.3,0.36,
USF,US Solar Fund PLC,Financials,Asset Managers and Custodians,$0.61,1.601,1.3693,,,,,13.9,18.4,,,,,0.6,1.0,9.1,0.8,,,0.0,0.0000,0.0000,,-20.9,11.4,0.01,
USFP,US Solar Fund PLC,Financials,Asset Managers and Custodians,£0.4845,2.0157,1.4781,,,,,13.4,18.3,,,,,0.6,1.0,,0.8,,,0.0,,,,-37.9,11.4,0.01,
UEM,Utilico Emerging Markets Ltd,Financials,Closed End Investments,£2.225,0.56199,1.9448,,,,,78.9,6.9,,,,,0.9,0.9,3.8,0.3,,,0.0,0.0087,-2.1830,,5.05,36.2,0.51,
EGY,VAALCO Energy Inc,Energy,Offshore Drilling and Other Services,£3.55,3.5853,2.3973,3.2,1.4,2.9,5.8,4.0,1.9,,,,,1.0,1.3,3.0,8.3,Buy,Buy,166.3,0.0000,0.0000,0.2,-6.8,-17.0,0.19,
VAL,ValiRx PLC,Health Care,Biotechnology,£0.0565,,,,,,,,,,,,,1.2,6.6,,,Buy,Buy,-2.6,0.0000,0.0000,,-62.1,-2.4,0.08,
VIP,Value & Indexed Property Income Trust PLC,Financials,Closed End Investments,£1.9575,,3.2185,,,,15.0,,4.3,,,,,0.8,0.8,6.6,,Buy,Buy,0.0,-16.4022,16.4022,,8.64,28.8,0.34,
VANL,Van Elle Holdings PLC,Industrials,Engineering and Contracting Services,£0.425,1.5998,1.3383,7.6,10.8,,12.1,9.7,17.2,,,,0.3,0.9,1.1,2.8,3.7,Buy,Buy,5.9,0.0000,-0.4450,-0.0,13.5,35.1,0.35,
ANGB,Vaneck Ucits Etfs PLC VANECK US FALLEN ANGEL HY BOND UCITS ETF,,,£16.21,,,,,,,,,,,,,,,,,,,,,,,,,,
NUCG,VanEck Uranium and Nuclear Technologies UCITS ETF,,,£19.356,,,,,,,,,,,,,,,,,,,,,,,,,,
NUCL,VanEck Uranium and Nuclear Technologies UCITS ETF,,,$23.5875,,,,,,,,,,,,,,,,,,,,,,,,,,
VANQ,Vanquis Banking Group PLC,Financials,Consumer Lending,£1.247,3.6158,3.1502,,,,8.8,3.3,6.3,,,,,0.5,1.4,12.2,2.5,Hold,Hold,0.0,-0.2603,0.3995,,-22.5,-7.3,1.49,
VARE,Various Eateries PLC,Consumer Discretionary,Restaurants and Bars,£0.315,,,,,,,,,,,,,1.6,3.0,,,No Opinion,No Opinion,-4.2,0.0000,0.0000,10.0,-19.2,-6.4,0.02,
VAST,Vast Resources PLC,Basic Materials,Gold Mining,£0.0019,,,,,,,,,,,,,0.5,3.1,,,No Opinion,No Opinion,-13.0,0.0000,-2.3399,,-51.3,-3.6,0.24,
VCAP,Vector Capital PLC,Financials,Consumer Lending,£0.41,1.9264,1.6179,3.9,4.5,4.2,9.8,8.2,8.4,,,,,0.7,0.8,6.2,2.0,Buy,Buy,4.6,0.0000,0.0000,-0.1,-12.1,60.3,-0.06,
VELA,Vela Technologies PLC,Consumer Discretionary,Media Agencies,£0.00022,0,0,,,,,,,,,,,0.5,1.4,,,,,-0.3,0.0000,0.0000,,-2.22,-8.3,-0.20,
VEL,Velocity Composites PLC,Industrials,Aerospace,£0.33,,,,,,,,,,,,,3.5,2.2,,,No Opinion,No Opinion,-1.3,0.0000,-0.0450,,94.1,-22.9,0.12,
VLS,Velocys PLC,Energy,Renewable Energy Equipment,£0.011275,,,,,,,,,,,,,0.9,3.5,,,Buy,Buy,-13.2,0.0000,0.0000,,-76.5,-0.3,0.94,
VLG,Venture Life Group PLC,Health Care,Medical Supplies,£0.295,2.4111,3.1036,18.2,17.5,20.8,6.5,7.3,6.4,15.5,,0.6,,0.5,0.5,,,Buy,Buy,3.3,-0.9565,0.0000,2.4,20.4,-304.7,0.22,
VDTK,Verditek PLC,Energy,Renewable Energy Equipment,£0.00465,,,,,,,,,,,,,1.2,4.6,,,,,-1.7,0.0000,4.8364,,-73.4,-1.7,-0.81,
VRCI,Verici Dx PLC,Industrials,Professional Business Support Services,£0.09,,,,,,,,,,,,,1.6,8.5,,,Buy,Buy,-11.4,0.0000,0.0000,,-37.9,-0.8,0.72,
VRS,Versarien PLC,Basic Materials,Specialty Chemicals,£0.0125,,,,,,,,,,,,,,,,,No Opinion,No Opinion,-7.7,0.5298,-3.7296,,-92.1,-1.0,0.68,
VTU,Vertu Motors PLC,Consumer Discretionary,Specialty Retailers,£0.747,1.8091,4.324,9.1,3.4,8.5,7.6,8.6,3.5,6.8,8.5,0.6,,0.8,0.6,2.9,4.0,Buy,Buy,45.7,0.0000,-0.1867,2.1,79.8,9.6,0.32,
VSVS,Vesuvius PLC,Industrials,Machinery - Specialty,£4.274,1.7376,1.7089,6.8,11.5,10.6,9.5,7.7,12.8,13.0,13.4,,0.2,0.9,1.2,5.2,2.5,Outperform,Outperform,227.4,-0.0510,0.0000,1.9,43.6,12.8,1.06,
GSEO,VH Global Sustainable Energy Opportunities PLC,Financials,Asset Managers and Custodians,£0.779,1.8821,0,,,,7.7,10.1,10.2,,,0.3,,0.7,,6.6,1.5,Outperform,Buy,0.0,0.0000,6.9017,,-22.9,7.7,0.20,
VNET,Vianet Group PLC,Industrials,Electronic Equipment - Gauges and Meters,£0.745,0.54004,0.79098,31.6,332.2,,31.0,93.1,97.2,,,0.5,,0.8,1.0,0.7,1.6,Buy,Buy,0.8,15.9497,0.0000,1.0,41.5,-41.4,-0.04,
VCP,Victoria PLC,Consumer Discretionary,Household Furnishings,£5.205,0.57558,0.86196,12.5,14.7,11.5,10.5,13.3,22.5,16.9,17.2,0.5,,5.0,5.2,,,Buy,Buy,118.8,0.0000,1.1188,4.3,14.1,-43.1,0.35,
VIC,Victorian Plumbing Group PLC,Consumer Discretionary,Home Improvement Retailers,£0.8905,0.39281,1.2515,20.6,39.3,29.9,19.3,22.8,27.0,,,1.2,,6.6,26.5,1.2,3.5,Buy,Buy,12.1,0.2952,0.0000,-2.1,156,19.3,0.06,
VCT,Victrex PLC,Basic Materials,Specialty Chemicals,£13.795,0.79792,0.62174,13.3,21.9,18.9,17.4,14.4,28.6,22.6,20.3,,2.1,2.4,4.1,4.4,1.6,Outperform,Outperform,88.0,0.0000,5.0622,-0.2,-14.4,36.1,1.26,
VID,Videndum PLC,Industrials,Machinery - Industrial,£3.045,2.8991,0.64045,10.2,23.6,83.6,7.1,3.8,21.0,30.7,21.4,,0.7,0.7,3.7,12.2,2.2,Outperform,Buy,33.9,0.0000,0.6276,2.9,-71.7,15.7,0.58,
VEIL,Vietnam Enterprise Investments Ltd,Financials,Closed End Investments,£5.885,,5.0445,,,,,,2.7,,,,,0.9,0.8,,,,,0.0,0.0000,0.0000,,-8.9,22.0,0.30,
VNH,Vietnam Holding Ltd,Financials,Closed End Investments,£3.10,,4.6722,,,,,,1.7,,,,,0.9,0.8,,,,,0.0,0.0000,0.0000,,-0.322,1.5,0.03,
0OPA,Villeroy & Boch AG,Consumer Discretionary,Household Equipment and Products,€17.25,1.6651,1.7771,6.2,8.5,10.0,,6.5,10.1,9.3,10.9,,0.7,1.2,2.0,7.0,2.2,,,98.2,,,-0.7,34.7,-679.1,0.17,
VOF,VinaCapital Vietnam Opportunity Fund Ltd,Financials,Closed End Investments,£4.37,,4.8977,,,,,,2.1,,,,,0.7,0.8,3.0,,No Opinion,No Opinion,0.0,0.0000,0.0000,,-7.29,2312.7,0.13,
VMUK,Virgin Money UK PLC,Financials,Banks,£1.658,3.8673,5.0722,,,,5.4,3.9,4.3,15.1,,,,0.4,0.5,6.0,4.2,Outperform,Outperform,0.0,0.0000,4.7457,,40.1,43.5,1.65,
VINO,Virgin Wines UK PLC,Consumer Staples,Distillers and Vintners,£0.47,1.7705,1.6791,2.8,19.1,10.9,61.5,6.0,25.8,,,,,1.2,7.4,,,Buy,Buy,5.2,0.7083,-1.5223,-1.8,-6,-25.0,-0.23,
VTY,Vistry Group PLC,Consumer Discretionary,Home Construction,£9.0075,2.2588,2.8213,9.9,7.3,9.8,9.7,6.6,9.5,11.1,12.3,,1.0,1.0,1.1,6.0,2.5,Outperform,Outperform,313.7,0.0018,0.0000,-0.1,55.3,37.0,1.54,
0AAF,Vitesco Technologies Group AG,Consumer Discretionary,Auto Parts,€74.1328,0.95748,,6.6,16.7,,,25.3,,,,,,1.0,0.6,,,,,523.9,,,-0.4,49.9,165.5,0.72,
VOD,Vodafone Group PLC,Telecommunications,Telecommunications Services,£0.7802,5.901,1.7457,4.9,15.4,,10.2,2.1,17.9,17.5,23.0,,0.04,0.4,0.8,9.8,4.8,Outperform,Outperform,15604.0,0.0041,-1.7469,3.4,-18.2,10.2,0.91,
VLX,Volex Group PLC,Industrials,Electrical Components,£3.13,0.92574,1.078,14.5,16.2,15.2,12.0,13.3,13.9,12.0,,1.3,1.0,2.7,2.8,1.2,6.0,Buy,Buy,55.5,0.2556,25.0210,1.3,33.4,26.7,1.13,
VTAS,Volta Finance Ltd,Financials,Closed End Investments,£4.30,,4.167,,,,,,2.9,,,,,0.8,0.8,11.0,,,,0.0,0.0113,0.0000,,9.16,6.0,0.13,
VTA,Volta Finance Ltd,Financials,Closed End Investments,€4.99,,3.7123,,,,,,2.9,,,,,0.8,0.8,,,,,0.0,,,,-0.1,6.0,0.01,
0RV4,Voltabox AG,Consumer Discretionary,Auto Parts,€1.90,,,,,,,,,,,,,21.0,13.8,,,,,-4.6,,,,81,-10.1,0.25,
FAN,Volution Group PLC,Industrials,Building Materials - Other,£3.531,0.65317,0.71702,16.2,27.5,22.1,14.4,15.2,22.8,15.5,,2.8,1.6,3.5,5.1,2.0,3.2,Buy,Buy,49.9,-0.0262,0.6078,1.3,24.8,28.1,0.83,
VLE,Volvere PLC,Financials,Diversified Financial Services,£11.45,1.2326,1.0291,5.5,13.3,,,15.6,41.1,,,,0.3,0.8,0.9,,,,,2.4,-10.2103,0.0000,-4.8,27.2,14.8,0.44,
VOX,Vox Valor Capital Limited,,,£0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,
VOX,Vox Valor Capital Ltd,Financials,Diversified Financial Services,£0.0035,,,,,,,,,,,,,,,,,,,,,,,-73.1,,-0.20,
VP.,Vp PLC,Industrials,Commercial Vehicle-Equipment Leasing,£5.275,1.6883,1.075,9.4,11.7,28.5,6.5,6.7,11.9,11.0,12.1,2.7,1.1,1.2,2.0,7.2,2.1,Buy,Buy,42.6,-0.3702,-4.9808,2.1,-25.3,-31.1,0.15,
VSL,VPC Specialty Lending Investments PLC,Financials,Consumer Lending,£0.69,,3.2344,,,,,,3.5,,,,,0.7,0.8,11.7,,Outperform,Outperform,0.0,-0.1233,0.0000,,-3.75,6.2,0.30,
WPS,W.A.G Payment Solutions PLC,Industrials,Transaction Processing Services,£0.93,0.82796,0.86608,27.2,35.5,31.4,16.0,18.4,18.8,,,1.3,,2.3,2.7,,,Buy,Buy,33.2,0.0000,0.0000,1.9,5.44,-263.4,0.55,
WCW,Walker Crips Group PLC,Financials,Investment Services,£0.235,1.559,1.853,,2.5,,,19.6,13.5,44.1,35.4,,,0.5,0.6,2.1,2.4,,,0.9,-4.5054,0.0000,-3.2,-12.7,,-0.23,
0QQK,Walter Meier AG,Industrials,Machinery - Specialty,CHF39.70,0.71376,0.64028,14.3,10.9,321.1,,16.2,14.4,,,,0.1,2.7,1.2,3.0,2.0,,,36.8,,,0.08,40.9,13.4,0.64,
WAND,WANdisco PLC,Technology,Software,£0.686,2.7144,0.59073,,,,,1.4,9.4,,,,,3.3,9.8,,,No Opinion,No Opinion,-27.5,-2.8202,-4.6366,,-85.7,-2.7,-0.22,
WHR,Warehouse REIT PLC,Real Estate,Industrial REITs,£0.797,1.2882,1.4361,,,,12.8,20.8,27.1,20.4,,0.3,,0.7,1.0,7.9,0.6,Buy,Buy,0.0,0.0000,24.0561,,-21.9,26.7,1.31,
W7L,Warpaint London PLC,Consumer Discretionary,Cosmetics,£3.10,0.35571,0.7389,30.2,31.2,,21.7,27.9,20.1,18.8,,1.0,0.5,6.3,3.3,2.3,1.6,No Opinion,No Opinion,8.0,0.0000,-1.7956,-0.0,158,37.2,0.76,
WOSG,Watches Of Switzerland Group PLC,Consumer Discretionary,Luxury Items,£5.2525,0.87767,0.52789,10.2,21.5,18.4,10.4,10.6,24.1,,,5.5,1.2,2.8,6.8,,,Outperform,Outperform,165.1,-0.8917,-2.3204,2.0,-26.7,24.4,1.67,
WATR,Water Intelligence PLC,Industrials,Professional Business Support Services,£3.30,1.0747,0.69115,9.6,37.1,21.6,12.2,20.9,66.1,37.6,29.4,0.3,,1.3,5.0,,,Buy,Buy,7.1,0.0000,0.0000,-0.2,-41.1,25.8,0.45,
WJG,Watkin Jones PLC,Consumer Discretionary,Home Construction,£0.403,3.7209,1.0567,1.3,10.4,8.5,4.1,2.8,13.9,10.5,,,,0.6,3.1,18.3,2.0,Buy,Buy,53.2,-0.0749,-2.0090,-0.5,-70,-2.2,-0.20,
